1,1,123.98,333.44,129.79000000000002,59.69,1,1,1.0
1,2,210.19,250.07,91.88999999999999,41.69,1,1,0.0
1,3,735.98,266.18,63.47000000000003,39.79000000000002,1,1,1.0
2,1,98.4,336.28,134.53,59.690000000000055,1,1,1.0
2,2,210.19,250.07,91.88999999999999,41.69,1,1,0.0
2,3,722.71,269.97,63.48000000000002,39.789999999999964,1,1,1.0
3,1,76.61,339.13,134.52999999999997,59.68000000000001,1,1,1.0
3,2,210.19,250.07,91.88999999999999,41.69,1,1,0.0
3,3,707.56,271.86,63.47000000000003,39.789999999999964,1,1,1.0
4,1,59.56,340.07,134.52,59.69,1,1,1.0
4,2,210.19,250.07,91.88999999999999,41.69,1,1,0.0
4,3,689.56,273.76,76.94000000000005,39.79000000000002,1,1,1.0
5,1,24.51,347.65,134.52,59.69,1,1,1.0
5,2,210.19,250.07,91.88999999999999,41.69,1,1,0.0
5,3,678.19,274.71,77.6099999999999,39.78000000000003,1,1,1.0
6,1,0.0,353.34,134.4,59.68000000000001,1,1,1.0
6,2,210.19,250.07,91.88999999999999,41.69,1,1,0.0
6,3,668.71,277.55,69.18999999999994,39.789999999999964,1,1,1.0
7,1,0.0,355.23,119.2,59.69,1,1,1.0
7,2,210.19,250.07,91.88999999999999,41.69,1,1,0.0
7,3,656.4,278.5,69.18000000000006,39.77999999999997,1,1,1.0
8,1,0.0,361.86,96.5,59.69,1,1,1.0
8,2,210.19,250.07,91.88999999999999,41.69,1,1,0.0
8,3,641.24,281.34,69.18999999999994,39.79000000000002,1,1,1.0
9,1,0.0,361.86,76.6,59.69,1,1,1.0
9,2,210.19,250.07,91.88999999999999,41.69,1,1,0.0
9,3,626.08,285.13,69.18999999999994,39.79000000000002,1,1,1.0
10,1,0.0,361.86,52.9,59.69,1,1,1.0
10,2,210.19,250.07,91.88999999999999,41.69,1,1,0.0
10,3,605.24,285.13,78.65999999999997,39.79000000000002,1,1,1.0
11,1,0.0,361.86,25.4,59.69,1,1,1.0
11,2,210.19,250.07,91.88999999999999,41.69,1,1,0.0
11,3,588.19,290.81,78.65999999999997,39.79000000000002,1,1,1.0
12,2,210.19,250.07,91.88999999999999,41.69,1,1,1.0
12,3,574.92,290.81,78.66000000000008,39.79000000000002,1,1,0.0
13,2,210.19,250.13,91.88999999999999,41.69,1,1,1.0
13,3,560.71,293.65,78.65999999999997,39.79000000000002,1,1,0.0
14,2,210.19,250.19,91.88999999999999,41.68000000000001,1,1,1.0
14,3,543.66,295.55,78.66000000000008,39.789999999999964,1,1,0.0
15,2,210.19,250.25,91.88999999999999,41.68000000000001,1,1,1.0
15,3,526.61,297.44,78.65999999999997,39.79000000000002,1,1,0.0
16,2,210.19,250.31,91.88999999999999,41.68000000000001,1,1,1.0
16,3,510.5,301.23,78.65999999999997,39.789999999999964,1,1,0.0
17,2,210.19,250.36,91.88999999999999,41.69,1,1,1.0
17,3,496.29,305.02,78.66000000000003,39.79000000000002,1,1,0.0
18,2,210.19,250.42,91.88999999999999,41.690000000000026,1,1,1.0
18,3,477.35,305.02,78.65999999999997,39.79000000000002,1,1,0.0
19,2,210.19,250.48,91.88999999999999,41.690000000000026,1,1,1.0
19,3,472.61,307.86,78.65999999999997,39.789999999999964,1,1,0.0
20,2,210.19,250.54,91.88999999999999,41.680000000000035,1,1,1.0
20,3,443.24,314.5,91.96000000000004,39.77999999999997,1,1,0.0
21,2,210.19,250.6,91.88999999999999,41.67999999999998,1,1,1.0
21,3,428.08,317.34,91.03000000000003,39.79000000000002,1,1,1.0
22,2,210.19,250.66,91.88999999999999,41.67999999999998,1,1,1.0
22,3,410.08,322.07,91.02000000000004,39.79000000000002,1,1,1.0
23,2,210.19,250.71,91.88999999999999,41.68999999999997,1,1,1.0
23,3,389.24,324.92,103.36000000000001,39.789999999999964,1,1,1.0
24,2,210.19,250.77,91.88999999999999,41.68999999999997,1,1,1.0
24,3,373.13,328.71,101.47000000000003,39.79000000000002,1,1,1.0
25,2,210.19,250.83,91.88999999999999,41.68999999999997,1,1,1.0
25,3,354.19,331.55,101.45999999999998,39.789999999999964,1,1,1.0
26,2,210.19,250.89,91.88999999999999,41.68000000000001,1,1,1.0
26,3,334.29,324.9,101.46999999999997,54.960000000000036,1,1,1.0
27,2,210.19,250.95,91.88999999999999,41.68000000000001,1,1,1.0
27,3,310.61,332.48,101.45999999999998,54.95999999999998,1,1,1.0
28,2,210.19,251.01,91.88999999999999,41.68000000000001,1,1,1.0
28,3,296.4,334.37,101.46000000000004,54.96999999999997,1,1,1.0
29,2,210.19,251.06,91.88999999999999,41.69,1,1,1.0
29,3,268.92,336.27,101.46999999999997,54.960000000000036,1,1,1.0
30,2,210.19,251.12,91.88999999999999,41.69,1,1,1.0
30,3,249.98,341.95,101.46000000000001,54.97000000000003,1,1,1.0
31,2,210.19,251.18,91.88999999999999,41.69,1,1,1.0
31,3,225.34,344.79,123.26000000000002,54.96999999999997,1,1,1.0
32,2,210.19,251.24,91.88999999999999,41.68000000000001,1,1,1.0
32,3,205.45,349.53,123.25999999999999,54.960000000000036,1,1,1.0
33,2,210.19,251.3,91.88999999999999,41.68000000000001,1,1,1.0
33,3,175.13,352.37,123.25999999999999,54.96999999999997,1,1,1.0
34,2,210.19,251.36,91.88999999999999,41.68000000000001,1,1,1.0
34,3,153.34,359.95,123.26000000000002,54.97000000000003,1,1,1.0
35,2,210.19,251.41,91.88999999999999,41.690000000000026,1,1,1.0
35,3,129.66,363.74,123.25,54.96999999999997,1,1,1.0
36,2,210.19,251.47,91.88999999999999,41.690000000000026,1,1,1.0
36,3,114.5,365.64,123.25999999999999,54.960000000000036,1,1,1.0
37,2,210.19,251.53,91.88999999999999,41.67999999999998,1,1,1.0
37,3,85.13,375.11,123.25999999999999,54.95999999999998,1,1,1.0
38,2,210.19,251.59,91.88999999999999,41.67999999999998,1,1,1.0
38,3,51.97,375.15,145.03,63.450000000000045,1,1,1.0
39,2,210.19,251.65,91.88999999999999,41.67999999999998,1,1,1.0
39,3,18.82,377.04,145.02,63.45999999999998,1,1,1.0
40,2,210.19,251.71,91.88999999999999,41.67999999999998,1,1,1.0
40,3,0.0,385.57,137.32,63.44999999999999,1,1,1.0
41,2,210.19,251.76,91.88999999999999,41.69,1,1,1.0
41,3,0.0,389.36,123.1,63.44999999999999,1,1,1.0
42,2,210.19,251.82,91.88999999999999,41.69,1,1,1.0
42,3,0.0,389.36,102.75,63.44999999999999,1,1,1.0
43,2,210.19,251.88,91.88999999999999,41.68000000000001,1,1,1.0
43,3,0.0,389.36,82.4,63.44999999999999,1,1,1.0
44,2,210.19,251.94,91.88999999999999,41.68000000000001,1,1,1.0
44,3,0.0,393.15,52.08,63.450000000000045,1,1,1.0
45,2,210.19,252.0,91.88999999999999,41.68000000000001,1,1,1.0
45,3,0.0,393.15,23.7,63.450000000000045,1,1,1.0
46,2,210.19,252.06,91.88999999999999,41.68000000000001,1,1,1.0
47,2,210.19,252.11,91.88999999999999,41.69,1,1,1.0
48,2,210.19,252.17,91.88999999999999,41.690000000000026,1,1,1.0
49,2,210.19,252.23,91.88999999999999,41.680000000000035,1,1,1.0
50,2,210.19,252.29,91.88999999999999,41.680000000000035,1,1,1.0
51,2,210.19,252.35,91.88999999999999,41.67999999999998,1,1,1.0
51,4,953.25,229.69,6.75,49.25999999999999,1,1,1.0
52,2,210.19,252.41,91.88999999999999,41.67999999999998,1,1,1.0
52,4,948.22,229.69,11.779999999999973,49.25999999999999,1,1,1.0
53,2,210.19,252.46,91.88999999999999,41.68999999999997,1,1,1.0
53,4,943.2,229.69,16.799999999999955,49.25999999999999,1,1,1.0
54,2,210.19,252.52,91.88999999999999,41.68999999999997,1,1,1.0
54,4,942.9,229.69,17.100000000000023,49.25999999999999,1,1,1.0
55,2,210.19,252.58,91.88999999999999,41.67999999999998,1,1,1.0
55,4,939.07,227.0,20.92999999999995,55.19,1,1,1.0
56,2,210.19,252.64,91.88999999999999,41.68000000000001,1,1,1.0
56,4,934.1,227.0,25.899999999999977,55.19,1,1,1.0
57,2,210.19,252.7,91.88999999999999,41.68000000000001,1,1,1.0
57,4,928.79,225.5,31.210000000000036,65.19999999999999,1,1,1.0
58,2,210.19,252.75,91.88999999999999,41.69,1,1,1.0
58,4,919.1,225.5,40.89999999999998,65.19999999999999,1,1,1.0
59,2,210.19,252.81,91.88999999999999,41.69,1,1,1.0
59,4,916.45,225.5,43.549999999999955,68.74000000000001,1,1,1.0
60,2,210.19,252.87,91.88999999999999,41.69,1,1,1.0
60,4,913.79,225.5,46.210000000000036,72.27999999999997,1,1,1.0
61,2,210.19,252.93,91.88999999999999,41.68000000000001,1,1,1.0
61,4,907.3,226.09,52.10000000000002,72.28,1,1,1.0
62,2,210.19,252.99,91.88999999999999,41.68000000000001,1,1,1.0
62,4,897.3,226.09,62.10000000000002,72.28,1,1,1.0
63,2,210.19,253.05,91.88999999999999,41.68000000000001,1,1,1.0
63,4,894.35,227.71,62.10000000000002,72.28,1,1,1.0
64,2,210.19,253.1,91.88999999999999,41.690000000000026,1,1,1.0
64,4,891.4,229.33,62.10000000000002,72.28,1,1,1.0
65,2,210.19,253.16,91.88999999999999,41.690000000000026,1,1,1.0
65,4,891.4,229.33,68.60000000000002,72.28,1,1,1.0
66,2,210.19,253.22,91.88999999999999,41.690000000000026,1,1,1.0
66,4,875.77,231.99,84.23000000000002,72.27999999999997,1,1,1.0
67,2,210.19,253.28,91.88999999999999,41.67999999999998,1,1,1.0
67,4,871.05,232.3,88.95000000000005,73.74000000000001,1,1,1.0
68,2,210.19,253.34,91.88999999999999,41.67999999999998,1,1,1.0
68,4,864.86,232.89,95.13999999999999,73.74000000000001,1,1,1.0
69,2,210.19,253.4,91.88999999999999,41.67999999999998,1,1,1.0
69,4,861.32,233.77,98.38,73.73999999999998,1,1,1.0
70,2,210.19,253.45,91.88999999999999,41.69,1,1,1.0
70,4,852.5,233.8,107.20000000000005,73.70999999999998,1,1,1.0
71,2,210.19,253.51,91.88999999999999,41.69,1,1,1.0
71,4,849.85,234.09,107.19999999999993,73.72,1,1,1.0
72,2,210.19,253.57,91.88999999999999,41.69,1,1,1.0
72,4,841.88,235.57,118.12,73.70999999999998,1,1,1.0
73,2,210.19,253.63,91.88999999999999,41.68000000000001,1,1,1.0
73,4,836.6,239.2,123.39999999999998,76.90000000000003,1,1,1.0
73,5,824.18,253.47,14.460000000000036,26.909999999999997,1,1,0.0
74,2,210.19,253.69,91.88999999999999,41.68000000000001,1,1,1.0
74,4,827.86,230.13,131.67999999999995,85.54000000000002,1,1,1.0
74,5,816.95,254.27,16.34999999999991,26.909999999999997,1,1,0.0
75,2,210.19,253.75,91.88999999999999,41.68000000000001,1,1,1.0
75,4,818.58,232.03,140.81999999999994,85.53999999999999,1,1,1.0
75,5,807.71,255.08,16.34999999999991,26.900000000000006,1,1,0.0
76,2,210.19,253.8,91.88999999999999,41.69,1,1,1.0
76,4,810.32,233.8,149.67999999999995,85.53999999999996,1,1,1.0
76,5,799.15,257.62,20.909999999999968,26.909999999999968,1,1,0.0
77,2,210.19,253.86,91.88999999999999,41.69,1,1,1.0
77,4,801.47,235.57,158.52999999999997,85.54000000000002,1,1,1.0
77,5,790.85,258.02,20.91999999999996,26.910000000000025,1,1,0.0
78,2,210.19,253.86,91.88999999999999,41.69,1,1,1.0
78,4,794.6,236.5,163.10000000000002,84.61000000000001,1,1,1.0
78,5,780.15,258.52,20.920000000000073,26.910000000000025,1,1,0.0
79,2,210.19,253.86,91.88999999999999,41.69,1,1,1.0
79,4,787.9,236.75,164.68000000000006,85.54000000000002,1,1,1.0
79,5,771.47,258.84,24.129999999999995,28.160000000000025,1,1,0.0
79,6,947.19,234.99,12.809999999999945,33.079999999999984,1,1,0.0
